"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Violons du bal, Les"	1974	110	NA	7	22	0	0	0	0	14.5	4.5	34.5	14.5	24.5	4.5	""	0	0	0	1	0	0	0
"Simple Plan, A"	1998	121	17000000	7.6	15398	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	"R"	0	0	0	1	0	0	0
"Missing Mouse, The"	1953	6	NA	7	23	0	0	0	4.5	0	24.5	14.5	34.5	4.5	14.5	""	0	1	1	0	0	0	1
"Skuespilleren"	2004	48	NA	7.4	8	0	14.5	14.5	0	0	0	24.5	0	0	45.5	""	0	0	0	1	0	1	1
"Kiss Me"	2004	120	NA	7	23	14.5	0	4.5	4.5	0	4.5	14.5	14.5	0	34.5	""	0	0	0	1	0	0	0
"Zorro, the Gay Blade"	1981	93	NA	5.6	890	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Koi wa maiorita"	1997	107	NA	8	6	0	0	14.5	0	0	0	0	34.5	14.5	34.5	""	0	0	1	1	0	1	0
"Man Who Wouldn't Talk, The"	1958	85	NA	5.8	6	14.5	0	0	14.5	0	14.5	45.5	0	0	0	""	0	0	0	1	0	0	0
"Race for Glory"	1989	104	NA	5.3	27	14.5	4.5	0	4.5	0	4.5	14.5	14.5	14.5	24.5	""	1	0	0	0	0	0	0
"Simulacrum"	2001	26	NA	9.5	6	0	0	0	0	0	0	14.5	0	0	84.5	""	0	0	0	0	0	0	1
"Schwarze Abt, Der"	1963	88	NA	6	73	0	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Razzia sur la Chnouf"	1955	105	NA	7.1	63	0	0	0	4.5	4.5	14.5	34.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Mamma Roma"	1962	95	NA	8	443	4.5	0	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	0	0	0	1	0	0	0
"Io sono un autarchico"	1976	95	NA	7.2	81	4.5	0	4.5	4.5	4.5	4.5	24.5	14.5	14.5	14.5	""	0	0	1	0	0	0	0
"Hunted, The"	1997	90	NA	3.1	32	14.5	14.5	4.5	4.5	14.5	4.5	4.5	4.5	4.5	24.5	""	0	0	0	0	0	0	0
"Twins of Evil"	1971	87	NA	6.1	363	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Schatjes!"	1984	101	NA	6.2	357	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Redeemer: Son of Satan!, The"	1978	84	NA	3.3	65	14.5	14.5	14.5	4.5	14.5	4.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Dr. Jerkyl's Hide"	1954	7	NA	7.1	30	0	0	0	4.5	4.5	14.5	34.5	34.5	4.5	14.5	""	0	1	1	0	0	0	1
"No More Excuses"	1968	62	12000	1	7	84.5	0	0	0	0	0	0	0	14.5	0	""	0	0	1	0	0	0	0
"Miso"	2003	100	NA	5	11	4.5	4.5	0	4.5	14.5	14.5	0	4.5	0	24.5	""	0	0	0	1	0	0	0
"Jack's Back"	1988	97	NA	5.8	346	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"My iz dzhaza"	1983	89	NA	6	43	0	0	0	4.5	14.5	14.5	34.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Dancing"	2003	94	NA	4.4	31	14.5	0	14.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	""	0	0	0	0	0	0	0
"Sweet Love, Bitter"	1967	92	NA	6.8	10	0	0	0	0	24.5	0	14.5	34.5	14.5	34.5	""	0	0	0	1	0	0	0
"Exotic Time Machine, The"	1997	78	NA	3.4	26	14.5	4.5	14.5	0	4.5	14.5	24.5	0	4.5	4.5	""	0	0	0	0	0	0	0
"Contender, The"	2000	126	9000000	6.9	7023	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	"R"	0	0	0	1	0	0	0
"Poet's Pub"	1949	79	NA	4.1	8	14.5	14.5	0	14.5	34.5	0	0	14.5	14.5	0	""	0	0	1	0	0	0	0
"Small Time Obsession"	2000	119	NA	6.1	28	14.5	4.5	4.5	0	4.5	4.5	4.5	24.5	14.5	24.5	""	0	0	0	1	0	0	0
"Penn of Pennsylvania"	1942	78	NA	6.3	22	0	0	4.5	4.5	14.5	24.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Matrimaniac, The"	1916	46	NA	6.6	10	0	0	0	0	24.5	34.5	14.5	24.5	14.5	14.5	""	0	0	1	0	0	1	0
"Major Damage"	2001	3	NA	7.2	7	0	0	0	0	14.5	0	45.5	24.5	0	0	""	1	1	0	0	0	0	1
"Be My Guest"	1965	82	NA	5.7	6	0	0	0	14.5	14.5	14.5	34.5	14.5	0	0	""	0	0	0	1	0	0	0
"Sunburn"	1979	99	NA	4.2	102	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	0	4.5	""	1	0	1	0	0	0	0
"Animal Instincts"	1992	95	NA	4.4	219	4.5	4.5	14.5	4.5	14.5	4.5	4.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Fortunes of War"	1993	107	NA	5.2	48	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Crusoe"	1989	91	NA	6.3	130	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"World Is Watching, The"	1988	59	NA	6.9	18	4.5	0	0	0	14.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	0	1	0	0
"Symphony in Black"	1935	9	NA	7.4	15	4.5	0	0	0	0	4.5	14.5	24.5	44.5	14.5	""	0	0	0	0	0	0	1
"Ciudad de ciegos"	1991	87	NA	7.2	9	0	14.5	0	0	0	0	44.5	34.5	14.5	0	""	0	0	0	1	0	0	0
"Vessel of Wrath"	1938	92	NA	6.8	33	0	0	0	4.5	4.5	14.5	34.5	34.5	4.5	4.5	""	0	0	0	1	0	0	0
"Final Mission"	1984	101	NA	4.2	27	24.5	14.5	4.5	4.5	4.5	14.5	24.5	4.5	0	4.5	""	1	0	0	0	0	0	0
"Melech Hasalim"	1988	90	NA	7.5	6	14.5	0	0	14.5	0	0	0	0	0	64.5	""	0	0	0	1	0	0	0
"Second Fiddle"	1939	85	NA	6.6	27	0	0	0	0	4.5	14.5	14.5	24.5	14.5	24.5	""	0	0	1	0	0	0	0
"My Friend Flicka"	1943	89	NA	6.4	92	0	4.5	4.5	4.5	4.5	34.5	14.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Sgt. Bilko"	1996	93	39000000	5.1	3712	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	"PG"	0	0	1	0	0	0	0
"His Bitter Half"	1950	8	NA	7.1	17	0	0	0	4.5	4.5	4.5	45.5	24.5	0	4.5	""	0	1	1	0	0	0	1
"Shadow of the Cat"	1961	79	NA	5.9	18	0	4.5	0	4.5	14.5	14.5	14.5	34.5	4.5	14.5	""	0	0	0	0	0	0	0
"Nobody Knows Anything!"	2003	88	NA	4.4	76	14.5	14.5	14.5	14.5	24.5	4.5	4.5	4.5	4.5	0	"R"	0	0	1	0	0	0	0
"Lupo the Butcher"	1987	3	NA	6.9	23	0	0	0	4.5	14.5	4.5	24.5	14.5	0	34.5	""	0	1	1	0	0	0	1
"Whites, The"	1996	11	NA	5.3	17	4.5	14.5	4.5	4.5	14.5	0	14.5	14.5	4.5	14.5	""	0	0	0	0	0	0	1
"Tres huastecos, Los"	1948	120	NA	7.8	40	0	0	4.5	0	0	4.5	4.5	24.5	24.5	45.5	""	0	0	1	1	0	0	0
"Giornata balorda, La"	1960	84	NA	8.7	7	0	0	0	0	0	0	0	24.5	44.5	24.5	""	0	0	0	1	0	0	0
"Qing cheng zhi lian"	1984	95	NA	6.6	32	4.5	4.5	0	4.5	14.5	4.5	24.5	14.5	4.5	14.5	""	0	0	0	1	0	1	0
"Zavist bogov"	2000	135	NA	6.4	33	0	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	""	0	0	0	1	0	1	0
"El Greco"	1966	95	NA	6.5	15	0	0	0	0	14.5	14.5	44.5	24.5	0	0	""	0	0	0	1	0	0	0
"Mad Youth"	1940	76	NA	5.5	6	0	14.5	0	34.5	0	14.5	14.5	0	0	14.5	""	0	0	0	1	0	0	0
"120 Tage von Bottrop, Die"	1997	60	NA	2.4	52	34.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	4.5	24.5	""	0	0	1	0	0	0	0
"Marines in the Making"	1942	9	NA	5.7	11	0	0	4.5	0	4.5	45.5	14.5	4.5	0	0	""	0	0	0	0	1	0	1
"Wise Quackers"	1949	7	NA	6.7	21	4.5	0	0	4.5	4.5	14.5	44.5	14.5	0	0	""	0	1	1	0	0	0	1
"Bernie"	1996	87	NA	7.4	429	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	1	0	0	0	0
"Amateur Hour"	1985	85	NA	6	16	24.5	0	0	0	4.5	4.5	4.5	4.5	0	45.5	""	0	0	1	0	0	0	0
"Sens interdits"	1985	88	NA	3.6	6	0	0	14.5	14.5	0	0	0	0	0	64.5	""	0	0	0	0	0	0	0
"Dancing Lady"	1933	92	923055	6.4	170	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	14.5	""	0	0	1	0	0	1	0
"Voice in the Mirror"	1958	103	NA	6.1	24	0	0	0	14.5	14.5	24.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Phantom Love"	2001	84	NA	2.3	21	34.5	4.5	4.5	0	14.5	4.5	4.5	0	4.5	14.5	""	0	0	0	0	0	0	0
"Ladri di biciclette"	1948	93	NA	8.4	7381	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	""	0	0	0	1	0	0	0
"To Trap a Spy"	1964	92	NA	6	64	0	0	4.5	4.5	14.5	24.5	24.5	4.5	4.5	14.5	""	1	0	1	1	0	0	0
"Everything Relative"	1996	110	NA	5.1	60	0	4.5	4.5	4.5	4.5	4.5	24.5	14.5	14.5	24.5	"R"	0	0	0	1	0	0	0
"American Werewolf in London, An"	1981	92	10000000	7.2	8347	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	1	0
"Animal Factory"	2000	94	NA	6.5	2118	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	4.5	"R"	0	0	0	1	0	0	0
"Lepiej byc piekna i bogata"	1993	98	NA	5.1	7	0	14.5	0	0	0	24.5	0	14.5	44.5	0	""	0	0	1	0	0	0	0
"Adventures of Don Coyote"	1947	65	NA	5.8	5	0	0	0	24.5	0	24.5	64.5	0	0	0	""	0	0	0	0	0	0	0
"O dve slabiky pozadu"	2005	90	NA	6.6	13	0	0	14.5	14.5	0	14.5	14.5	4.5	0	34.5	""	0	0	0	1	0	1	0
"Octopus"	2000	95	5000000	2.8	367	34.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	"PG-13"	0	0	0	0	0	0	0
"Winter People"	1989	110	NA	5.9	202	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	""	0	0	0	1	0	1	0
"Puente, El"	1977	104	NA	4.6	10	0	0	34.5	14.5	14.5	0	14.5	24.5	24.5	0	""	0	0	0	0	0	0	0
"Brimstone"	1949	90	NA	6.1	38	0	4.5	0	4.5	4.5	34.5	24.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Mensaka"	1998	105	NA	6.7	95	4.5	0	4.5	4.5	4.5	14.5	24.5	34.5	4.5	4.5	""	0	0	0	0	0	0	0
"Wirus"	1996	90	NA	4	13	44.5	14.5	14.5	4.5	4.5	4.5	0	0	0	0	""	0	0	0	0	0	0	0
"Going Bye-Bye!"	1934	20	NA	7.8	117	0	0	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	""	0	0	1	0	0	0	1
"Runestone, The"	1990	105	NA	4.4	115	4.5	14.5	14.5	14.5	14.5	4.5	14.5	4.5	4.5	4.5	""	0	0	1	1	0	0	0
"Born to Love"	1931	81	NA	4.8	8	0	0	14.5	24.5	14.5	34.5	0	0	14.5	0	""	0	0	0	1	0	0	0
"Fischio al naso, Il"	1967	108	NA	4.9	7	14.5	0	14.5	0	0	14.5	14.5	24.5	0	14.5	""	0	0	1	0	0	0	0
"Stepford Wives, The"	1975	115	NA	6.8	2025	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	""	0	0	0	0	0	0	0
"Screamplay"	1984	90	NA	7.4	19	4.5	0	0	0	0	14.5	34.5	14.5	4.5	34.5	""	0	0	0	0	0	0	0
"Apfel ist ab, Der"	1948	105	NA	8.8	7	14.5	0	14.5	0	14.5	0	0	14.5	14.5	24.5	""	0	0	1	0	0	0	0
"Stump"	2002	10	NA	6.1	11	0	0	0	14.5	0	0	14.5	0	14.5	44.5	""	0	0	1	0	0	0	1
"Corsican Brothers, The"	1941	111	NA	6.5	65	0	0	4.5	4.5	4.5	24.5	24.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Made in Greece"	1987	118	NA	7.3	15	0	4.5	0	4.5	14.5	0	4.5	44.5	24.5	0	""	0	0	1	0	0	0	0
"Vlci bouda"	1985	92	NA	6.4	23	4.5	0	0	4.5	4.5	24.5	14.5	14.5	4.5	24.5	""	0	0	0	1	0	0	0
"Fous du stade, Les"	1972	80	NA	5.1	64	4.5	14.5	4.5	4.5	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Hollywood Knights, The"	1980	91	NA	5.5	1185	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	34.5	""	0	0	1	0	0	0	0
"Robin and the 7 Hoods"	1964	123	NA	6.1	825	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Supervivientes de los Andes"	1976	85	NA	4.7	49	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	0	14.5	""	0	0	0	1	0	0	0
"Gokiburi-tachi no tasogare"	1987	105	NA	6.1	64	4.5	4.5	4.5	4.5	14.5	14.5	24.5	4.5	14.5	14.5	""	0	1	0	0	0	0	0
"Kriegerin des Lichts"	2001	91	NA	6.9	8	0	0	0	0	14.5	24.5	14.5	14.5	24.5	14.5	""	0	0	0	0	1	0	0
"Helpless"	1996	80	NA	6.1	20	14.5	14.5	0	4.5	4.5	14.5	24.5	14.5	4.5	14.5	""	0	0	0	0	0	0	0
"Bor lei jun"	1999	99	NA	5.3	1421	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	"PG-13"	1	0	1	0	0	1	0
"Second-Hand Hearts"	1981	102	NA	5.6	18	14.5	0	0	14.5	14.5	14.5	4.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Diary of a High School Bride"	1959	72	NA	3	6	14.5	14.5	0	0	14.5	14.5	14.5	0	0	14.5	""	0	0	0	1	0	0	0
"Ensayo de un crimen"	1955	89	NA	8	331	4.5	0	4.5	4.5	4.5	4.5	14.5	34.5	14.5	24.5	""	0	0	1	1	0	0	0
"Calling the Ghosts"	1996	60	NA	6.7	21	4.5	0	0	0	0	24.5	4.5	4.5	14.5	34.5	""	0	0	0	0	1	0	0
"Wanderer of the Wasteland"	1945	67	NA	6.4	6	0	0	0	14.5	0	34.5	34.5	14.5	0	0	""	0	0	0	0	0	0	0
"Deux lions au soleil"	1980	110	NA	6.1	11	4.5	0	0	14.5	4.5	4.5	24.5	0	14.5	4.5	""	0	0	0	0	0	0	0
"Single-Handed"	1953	83	NA	6	83	4.5	4.5	4.5	4.5	14.5	14.5	4.5	24.5	14.5	34.5	""	1	0	0	1	0	0	0
"Smoke"	1993	90	NA	6.4	56	4.5	4.5	4.5	0	4.5	14.5	14.5	34.5	14.5	4.5	"R"	0	0	0	0	0	0	0
"Indiana Jones and the Last Crusade"	1989	127	48000000	8.1	61583	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	""	1	0	0	0	0	0	0
"Yesterday Machine, The"	1963	85	NA	2.7	11	34.5	4.5	4.5	34.5	0	0	0	0	0	4.5	""	0	0	0	0	0	0	0
"Dark Shadows Bloopers"	1993	45	NA	7.6	11	0	0	4.5	0	0	4.5	4.5	44.5	0	24.5	""	0	0	0	0	1	0	0
"Mijn moeder heeft ook een pistool"	1996	22	NA	4.8	9	0	24.5	0	14.5	14.5	0	0	24.5	34.5	0	""	0	0	0	0	0	0	1
"Sombras en una batalla"	1993	106	NA	6.7	18	0	0	14.5	4.5	0	0	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Awakenings"	1990	121	NA	7.4	11835	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Minkkiturkki"	1961	91	NA	7.5	7	0	0	0	0	0	0	24.5	44.5	24.5	0	""	0	0	0	0	0	0	0
"Rebel Rabbit"	1949	7	NA	8.1	52	0	0	4.5	0	4.5	4.5	14.5	24.5	14.5	34.5	""	0	1	1	0	0	0	1
"Brylcream Boulevard"	1995	95	NA	5.7	51	4.5	4.5	4.5	14.5	4.5	24.5	24.5	4.5	4.5	4.5	""	0	0	1	1	0	0	0
"Pacifier, The"	2005	95	56000000	4.9	2179	14.5	4.5	4.5	4.5	4.5	14.5	14.5	4.5	4.5	24.5	"PG"	1	0	1	0	0	0	0
"Trapped"	1982	95	2000000	4.7	17	14.5	0	0	0	44.5	14.5	14.5	4.5	14.5	4.5	""	0	0	0	0	0	0	0
"Under Suspicion"	1991	99	NA	6.3	447	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	4.5	""	0	0	0	1	0	0	0
"Zancos, Los"	1984	100	NA	7.5	48	4.5	0	0	4.5	14.5	4.5	14.5	44.5	14.5	4.5	""	0	0	0	1	0	0	0
"Bras de fer"	1985	107	NA	5.4	8	0	0	0	24.5	24.5	14.5	14.5	24.5	0	0	""	0	0	0	0	0	0	0
"Every Dog Has Its Day"	1997	93	NA	5.5	9	0	14.5	0	14.5	24.5	0	14.5	34.5	14.5	0	""	0	0	0	0	0	0	0
"Blow"	2001	124	30000000	7.1	18670	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"R"	0	0	0	1	0	0	0
"Stand-In, The"	1999	100	400000	5.6	42	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	24.5	"PG"	0	0	0	1	0	0	0
"Gold Diggers: The Secret of Bear Mountain"	1995	94	NA	5.4	570	4.5	4.5	4.5	14.5	14.5	14.5	14.5	14.5	4.5	14.5	"PG"	0	0	0	1	0	0	0
"Ultimate Warrior, The"	1975	94	NA	5	170	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Madness of the Heart"	1949	91	NA	4.9	16	4.5	4.5	0	4.5	34.5	14.5	14.5	0	4.5	4.5	""	0	0	0	1	0	1	0
"Epsilon"	1997	92	NA	5	95	14.5	4.5	4.5	14.5	4.5	4.5	14.5	14.5	14.5	14.5	"PG-13"	0	0	0	1	0	0	0
"Flamme, La"	2000	3	NA	6.5	25	0	4.5	0	0	14.5	14.5	24.5	44.5	0	0	""	0	0	0	0	0	1	1
"Bian zou bian chang"	1991	103	NA	6.9	148	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	24.5	""	0	0	0	1	0	0	0
"Three Below Zero"	1998	87	NA	6.1	32	4.5	4.5	0	4.5	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Yangtse Incident: The Story of H.M.S. Amethyst"	1957	113	NA	6.4	67	0	0	4.5	4.5	4.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"24 heures ou plus..."	1977	114	NA	7.6	9	0	0	0	0	0	0	14.5	34.5	45.5	0	""	0	0	0	0	0	0	0
"Wraith, The"	1986	93	2700000	4.9	1291	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	1	0	0	0	0	1	0
"Takilleitor"	1997	65	NA	3.8	9	44.5	24.5	0	0	0	14.5	0	0	0	24.5	""	0	0	0	0	0	0	0
"Below the Belt"	2004	95	1500000	7.9	15	0	0	14.5	0	0	0	24.5	0	34.5	24.5	""	0	0	1	0	0	0	0
"CyberTracker"	1994	91	NA	3.3	80	14.5	14.5	24.5	4.5	14.5	4.5	4.5	4.5	4.5	14.5	""	1	0	0	0	0	0	0
"Dupont-Lajoie"	1975	100	NA	7.4	98	0	4.5	0	4.5	4.5	14.5	24.5	24.5	24.5	4.5	""	0	0	0	1	0	0	0
"Chaud lapin, Le"	1974	120	NA	5	17	4.5	4.5	4.5	14.5	4.5	0	24.5	0	14.5	14.5	""	0	0	1	0	0	0	0
"Bugs Bunny Superstar"	1976	90	NA	6.7	121	4.5	0	4.5	4.5	4.5	14.5	34.5	24.5	4.5	14.5	""	0	1	0	0	1	0	0
"Ernesto Che Guevara, das bolivianische Tagebuch"	1994	92	NA	4.7	27	4.5	4.5	4.5	14.5	4.5	4.5	24.5	14.5	4.5	14.5	""	0	0	0	0	1	0	0
"Amor Natural, O"	1997	76	NA	7.5	28	0	0	0	0	0	0	34.5	4.5	24.5	24.5	""	0	0	0	0	1	0	0
"Attack of the Bat Monsters"	2000	92	NA	5.1	33	14.5	0	0	0	4.5	4.5	4.5	24.5	24.5	14.5	""	0	0	1	0	0	0	0
"Due mafiosi contro Goldginger"	1965	89	NA	4.8	15	4.5	4.5	0	0	4.5	24.5	24.5	0	24.5	14.5	""	0	0	1	0	0	0	0
"Duck Amuck"	1953	7	NA	8.4	1260	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	44.5	""	0	1	1	0	0	0	1
"Fun with Dick and Jane"	1977	95	3000000	6.2	512	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"If I Had My Way"	1940	82	NA	6.6	7	0	0	0	0	0	44.5	14.5	0	24.5	14.5	""	0	0	1	0	0	0	0
"Tiger by the Tail"	1968	99	NA	5.9	11	4.5	0	0	4.5	24.5	0	34.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Dead or Alive: Hanzaisha"	1999	105	NA	6.9	1260	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	"R"	1	0	0	0	0	0	0
"Versailles Rive-Gauche"	1992	45	NA	6.9	54	4.5	0	4.5	0	4.5	4.5	24.5	34.5	4.5	4.5	""	0	0	1	0	0	0	0
"Nowhere to Run"	1989	86	NA	4.2	40	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Phone"	2002	102	NA	6.2	654	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	"R"	0	0	0	0	0	0	0
"Akame shijuya taki shinju misui"	2003	159	NA	7.2	9	0	0	0	14.5	0	24.5	45.5	14.5	0	0	""	0	0	0	1	0	0	0
"Felix - Ein Hase auf Weltreise"	2005	84	NA	5.9	7	14.5	14.5	14.5	0	0	0	14.5	14.5	0	24.5	""	0	1	0	0	0	0	0
"Daytrippers, The"	1996	87	NA	6.9	1300	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	"R"	0	0	1	1	0	0	0
"Rolle Duschen, Eine"	1987	5	NA	4.6	27	0	14.5	4.5	14.5	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	0	0	0	0	1
"Wrong Man, The"	1956	105	1200000	7.3	1842	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	""	0	0	0	1	0	0	0
"Osobennosti natsionalnoy politiki"	2003	83	NA	4.2	22	4.5	4.5	4.5	14.5	24.5	4.5	14.5	4.5	0	4.5	""	0	0	1	0	0	0	0
"Jolson Sings Again"	1949	96	NA	6.6	117	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	34.5	""	0	0	0	0	0	0	0
"Bloodbath at the House of Death"	1984	88	NA	4.6	108	4.5	4.5	14.5	4.5	4.5	4.5	4.5	14.5	4.5	24.5	""	0	0	1	0	0	0	0
"Stingray"	1978	100	NA	4.2	37	0	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	""	1	0	1	0	0	0	0
"Teenage Tupelo"	1995	83	NA	7.2	19	0	0	0	4.5	0	4.5	0	24.5	24.5	44.5	""	0	0	1	1	0	0	0
"Rivers of Babylon"	1998	102	NA	4.3	22	4.5	4.5	4.5	14.5	4.5	14.5	24.5	14.5	0	4.5	""	0	0	1	1	0	0	0
"Yumeji"	1991	128	NA	8	21	0	0	0	0	4.5	4.5	4.5	24.5	14.5	34.5	""	0	0	0	0	0	0	0
"Ewige Zweifel, Der"	1918	41	NA	6.3	8	0	0	0	24.5	24.5	0	14.5	14.5	14.5	14.5	""	0	0	0	0	0	0	1
"Decline of Western Civilization Part III, The"	1998	86	NA	5.2	38	14.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	""	0	0	0	0	1	0	0
"Everything Goes"	2004	18	NA	7.2	136	4.5	0	0	0	4.5	0	4.5	4.5	14.5	74.5	""	0	0	0	1	0	0	1
"Woman of Affairs, A"	1928	98	383000	7.2	100	4.5	0	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Zimmerspringbrunnen, Der"	2001	94	NA	6.6	35	0	0	4.5	14.5	4.5	24.5	14.5	24.5	4.5	4.5	""	0	0	1	0	0	0	0
"Noche, La"	2001	86	NA	2.5	10	74.5	0	0	14.5	14.5	0	0	0	14.5	0	""	0	0	0	0	0	0	0
"Texican, The"	1966	81	NA	6	41	4.5	4.5	4.5	4.5	14.5	24.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Daheim sterben die Leut'"	1985	109	NA	8.3	24	0	4.5	0	0	4.5	4.5	4.5	4.5	14.5	45.5	""	0	0	1	0	0	0	0
"Mundo sigue, El"	1965	124	NA	8	6	0	0	0	0	0	0	14.5	14.5	14.5	45.5	""	0	0	0	1	0	0	0
"Amazing Transparent Man, The"	1960	57	NA	3.2	203	14.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Jerry, Jerry, Quite Contrary"	1966	7	NA	6	26	0	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	1	1	0	0	0	1
"'G' Men"	1935	85	450000	7.2	281	0	4.5	4.5	4.5	4.5	14.5	34.5	34.5	4.5	4.5	""	0	0	0	1	0	0	0
"Manden med tubaen"	2000	22	NA	5.3	6	0	0	0	14.5	34.5	0	14.5	34.5	0	0	""	0	0	0	0	0	0	1
"Mujer es un buen negocio, La"	1977	107	NA	7.2	5	24.5	0	0	0	0	24.5	0	0	24.5	44.5	""	0	0	1	0	0	0	0
"Mysterious Skin"	2004	99	NA	7.8	279	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	34.5	""	0	0	0	1	0	0	0
"Mu Sa Do"	2002	93	NA	3.6	24	24.5	4.5	4.5	0	4.5	0	14.5	24.5	4.5	4.5	"R"	1	0	0	0	0	0	0
